,DBA,CVLEGEND,B1_FULL_ADDRESS,Lat,Lon
4097,MISSING ADULT,MISSING PERSON,900 BATAAN AVE,37.87493,-122.298604
4235,BURGLARY AUTO,BURGLARY - VEHICLE,920 UNIVERSITY AVE,37.868308,-122.295794
3732,NARCOTICS,DRUG VIOLATION,CALIFORNIA STREET & ALCATRAZ AVE,37.848152,-122.275807
1833,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1700 FOURTH ST,37.871268,-122.30106
2961,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2200 SIXTH ST,37.865156,-122.296756
2963,THEFT MISD. (UNDER $950),LARCENY,2800 COLLEGE AVE,37.859988,-122.253339
2106,DOMESTIC VIOLENCE,FAMILY OFFENSE,1900 WARD ST,37.858856,-122.271592
5502,VANDALISM,VANDALISM,1200 CARLOTTA AVE,37.884644,-122.280096
3725,BURGLARY AUTO,BURGLARY - VEHICLE,2500 TENTH ST,37.860858,-122.290733
1101,VANDALISM,VANDALISM,1211 ASHBY AVE,37.852257,-122.286107
2684,BURGLARY AUTO,BURGLARY - VEHICLE,700 EUCLID AVE,37.898524,-122.267129
655,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
1440,BURGLARY AUTO,BURGLARY - VEHICLE,1300 CARLOTTA AVE,37.88253,-122.280217
991,BURGLARY AUTO,BURGLARY - VEHICLE,1444 SHATTUCK PL,37.881525,-122.269974
2325,MISSING ADULT,MISSING PERSON,2400 FIFTH ST,37.861511,-122.29681
3229,GUN/WEAPON,WEAPONS OFFENSE,1600 FIFTH ST,37.873865,-122.300777
2471,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 WARRING ST,37.869137,-122.250908
11,BURGLARY AUTO,BURGLARY - VEHICLE,BOWDITCH STREET & CHANNING WAY,37.867209,-122.256554
409,THEFT FELONY (OVER $950),LARCENY,HARRISON STREET & FIFTH ST,37.880922,-122.303115
5346,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 EIGHTH ST,37.862184,-122.293517
1689,DOMESTIC VIOLENCE,FAMILY OFFENSE,200 UNIVERSITY AVE,37.865491,-122.310065
156,BURGLARY AUTO,BURGLARY - VEHICLE,2745 BANCROFT WAY,37.869545,-122.252577
2442,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 CHANNING WAY,37.867301,-122.255777
3594,GUN/WEAPON,WEAPONS OFFENSE,200 TUNNEL RD,37.85405,-122.236429
669,THEFT MISD. (UNDER $950),LARCENY,1900 HEARST AVE,37.873327,-122.273214
4835,THEFT MISD. (UNDER $950),LARCENY,2400 SHATTUCK AVE,37.865772,-122.267643
1509,THEFT MISD. (UNDER $950),LARCENY,2100 CALIFORNIA ST,37.869524,-122.27965
2858,THEFT MISD. (UNDER $950),LARCENY,2800 SACRAMENTO ST,37.856792,-122.279845
5415,NARCOTICS,DRUG VIOLATION,CALIFORNIA STREET & UNIVERSITY AVE,37.870627,-122.279765
2966,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 DOMINGO AVE,37.858903,-122.243972
2926,BURGLARY AUTO,BURGLARY - VEHICLE,1600 POSEN AVE,37.884732,-122.280918
3412,BURGLARY AUTO,BURGLARY - VEHICLE,2200 BANCROFT WAY,37.867871,-122.26565
5490,FRAUD/FORGERY,FRAUD,1700 OXFORD ST,37.876881,-122.266666
136,VANDALISM,VANDALISM,ALLSTON WAY & CALIFORNIA ST,37.867106,-122.286054
4781,BURGLARY AUTO,BURGLARY - VEHICLE,PARKER STREET & BENVENUE AVE,37.863522,-122.254992
3333,THEFT MISD. (UNDER $950),LARCENY,700 HARRISON ST,37.880564,-122.304896
3446,SEXUAL ASSAULT FEL.,SEX CRIME,2200 BANCROFT WAY,37.867871,-122.26565
1366,THEFT MISD. (UNDER $950),LARCENY,2200 DURANT AVE,37.866969,-122.26553
3817,ASSAULT/BATTERY FEL.,ASSAULT,2600 TELEGRAPH AVE,37.862927,-122.258784
2625,BURGLARY AUTO,BURGLARY - VEHICLE,3000 DEAKIN ST,37.855671,-122.262461
133,NARCOTICS,DRUG VIOLATION,ASHBY AVENUE & SAN PABLO AVE,37.852155,-122.28661
3474,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 WARD ST,37.857671,-122.281895
4161,ROBBERY,ROBBERY,2500 DWIGHT WAY,37.865134,-122.258331
1516,MUNICIPAL CODE,ALL OTHER OFFENSES,2100 KITTREDGE ST,37.868512,-122.26781
2816,BURGLARY AUTO,BURGLARY - VEHICLE,1500 HOPKINS ST,37.881004,-122.283225
41,BURGLARY AUTO,BURGLARY - VEHICLE,1600 PARKER ST,37.860768,-122.278249
4521,BURGLARY AUTO,BURGLARY - VEHICLE,800 REGAL RD,37.894843,-122.268425
4278,THEFT FELONY (OVER $950),LARCENY,1700 STUART ST,37.857495,-122.275256
232,BURGLARY AUTO,BURGLARY - VEHICLE,2600 TELEGRAPH AVE,37.862927,-122.258784
4270,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 DELAWARE ST,37.871689,-122.292898
398,BURGLARY AUTO,BURGLARY - VEHICLE,3300 CLAREMONT AVE,37.851524,-122.250586
4353,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1000 CRESTON RD,37.895413,-122.258674
2779,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,37.855435,-122.259841
2255,NARCOTICS,DRUG VIOLATION,VIRGINIA STREET & SECOND ST,37.87142,-122.303532
3556,BURGLARY AUTO,BURGLARY - VEHICLE,1900 EIGHTH ST,37.86964,-122.295933
290,VEHICLE STOLEN,MOTOR VEHICLE THEFT,700 UNIVERSITY AVE,37.867307,-122.300468
1540,BURGLARY AUTO,BURGLARY - VEHICLE,2228 DURANT AVE,37.867031,-122.265039
1705,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 SAN PABLO AVE,37.87325,-122.293558
5458,BURGLARY AUTO,BURGLARY - VEHICLE,2300 EIGHTH ST,37.863945,-122.294086
3972,THEFT MISD. (UNDER $950),LARCENY,2300 WARRING ST,37.869137,-122.250908
4851,BURGLARY AUTO,BURGLARY - VEHICLE,900 CRESTON RD,37.89759,-122.260784
2017,VANDALISM,VANDALISM,2800 SEVENTH ST,37.855106,-122.29242
1706,THEFT MISD. (UNDER $950),LARCENY,2700 GRANT ST,37.85931,-122.273495
31,DISTURBANCE,DISORDERLY CONDUCT,2500 REGENT ST,37.865202,-122.257795
2380,BRANDISHING,WEAPONS OFFENSE,2200 SHATTUCK AVE,37.869363,-122.268028
168,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
1769,SEXUAL ASSAULT FEL.,SEX CRIME,2300 CHANNING WAY,37.866327,-122.263359
4138,THEFT MISD. (UNDER $950),LARCENY,1800 VIRGINIA ST,37.875738,-122.275607
4733,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1200 SAN PABLO AVE,37.882067,-122.296392
3482,DISTURBANCE,DISORDERLY CONDUCT,2900 CLAREMONT AVE,37.858993,-122.244574
3919,THEFT FELONY (OVER $950),LARCENY,1400 DELAWARE ST,37.872776,-122.28448
990,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
2002,BURGLARY AUTO,BURGLARY - VEHICLE,1900 FOURTH ST,37.868281,-122.300102
268,2ND RESPONSE,NOISE VIOLATION,2700 DURANT AVE,37.868352,-122.254459
3434,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 ADDISON ST,37.868913,-122.28608
3347,SEXUAL ASSAULT MISD.,SEX CRIME,2700 PARKER ST,37.863938,-122.253735
213,THEFT FELONY (OVER $950),LARCENY,UNIVERSITY AVENUE & SEAWALL DR,37.863045,-122.317348
914,2ND RESPONSE,NOISE VIOLATION,2700 DURANT AVE,37.868352,-122.254459
5482,DISTURBANCE,DISORDERLY CONDUCT,1500 FAIRVIEW ST,37.849747,-122.277907
206,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 WARRING ST,37.869137,-122.250908
5329,MISSING ADULT,MISSING PERSON,1400 FAIRVIEW ST,37.849321,-122.27977
5330,FRAUD/FORGERY,FRAUD,1700 OXFORD ST,37.876881,-122.266666
3692,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1800 UNIVERSITY AVE,37.871246,-122.274991
4653,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HEARST AVENUE & EASTSHORE,37.868334,-122.303753
1607,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 CRAGMONT AVE,37.890274,-122.260794
1246,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 PROSPECT ST,37.867717,-122.249901
2137,VANDALISM,VANDALISM,SHATTUCK AVENUE & DURANT AVE,37.8667,-122.267614
2784,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 CURTIS ST,37.878819,-122.290993
3502,VANDALISM,VANDALISM,1500 FAIRVIEW ST,37.849747,-122.277907
4758,VANDALISM,VANDALISM,100 TAMALPAIS RD,37.885267,-122.259535
4723,BURGLARY AUTO,BURGLARY - VEHICLE,560 UNIVERSITY AVE,37.866335,-122.305383
1160,FRAUD/FORGERY,FRAUD,1600 SEVENTH ST,37.874319,-122.298604
751,BURGLARY AUTO,BURGLARY - VEHICLE,600 UNIVERSITY AVE,37.866976,-122.30251
1461,THEFT MISD. (UNDER $950),LARCENY,2200 DERBY ST,37.860687,-122.26454
1372,BURGLARY AUTO,BURGLARY - VEHICLE,2300 MILVIA ST,37.866581,-122.270179
4860,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,37.873687,-122.268616
548,THEFT MISD. (UNDER $950),LARCENY,2001 FIFTH ST,37.867122,-122.298639
4718,BURGLARY AUTO,BURGLARY - VEHICLE,1200 HOPKINS ST,37.876428,-122.291736
3772,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 DWIGHT WAY,37.864238,-122.265263
3952,THEFT FELONY (OVER $950),LARCENY,1300 SAN PABLO AVE,37.880262,-122.295809
1883,BURGLARY AUTO,BURGLARY - VEHICLE,2200 FULTON ST,37.868706,-122.266279
1028,BURGLARY AUTO,BURGLARY - VEHICLE,1200 FIFTH ST,37.880786,-122.303067
2754,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & MCGEE AVE,37.870924,-122.277518
4859,THEFT MISD. (UNDER $950),LARCENY,ALLSTON WAY & SHATTUCK AVE,37.86939,-122.267883
988,BURGLARY AUTO,BURGLARY - VEHICLE,2100 FOURTH ST,37.866253,-122.299483
2852,BURGLARY AUTO,BURGLARY - VEHICLE,1100 WARD ST,37.856848,-122.288122
2112,THEFT MISD. (UNDER $950),LARCENY,1100 ADDISON ST,37.868161,-122.291751
505,THEFT MISD. (UNDER $950),LARCENY,DWIGHT WAY & TELEGRAPH AVE,37.865121,-122.258455
5170,BURGLARY AUTO,BURGLARY - VEHICLE,1900 RUSSELL ST,37.856132,-122.271292
2533,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 CARLETON ST,37.861887,-122.262292
2899,BURGLARY AUTO,BURGLARY - VEHICLE,1600 HARMON ST,37.849099,-122.275932
5303,BURGLARY AUTO,BURGLARY - VEHICLE,2300 BLAKE ST,37.863646,-122.262822
5009,BURGLARY AUTO,BURGLARY - VEHICLE,900 HEINZ AVE,37.853552,-122.291561
316,DOMESTIC VIOLENCE,FAMILY OFFENSE,800 PAGE ST,37.876186,-122.30158
5407,DOMESTIC VIOLENCE,FAMILY OFFENSE,2000 KITTREDGE ST,37.868204,-122.270054
546,THEFT FELONY (OVER $950),LARCENY,2200 SHATTUCK AVE,37.869363,-122.268028
4001,THEFT FROM PERSON,LARCENY,1900 OXFORD ST,37.873885,-122.266332
3633,BURGLARY AUTO,BURGLARY - VEHICLE,1600 HARMON ST,37.849099,-122.275932
2929,THEFT MISD. (UNDER $950),LARCENY,1900 MONTEREY AVE,37.88812,-122.276319
2634,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & ADDISON ST,37.866472,-122.298403
2075,BURGLARY AUTO,BURGLARY - VEHICLE,FOURTH STREET & ALLSTON WAY,37.864836,-122.299024
3292,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 PARKER ST,37.860768,-122.278249
176,ROBBERY,ROBBERY,2900 REGENT ST,37.857787,-122.257013
1234,IDENTITY THEFT,FRAUD,700 VINCENTE AVE,37.894598,-122.282523
4715,BURGLARY AUTO,BURGLARY - VEHICLE,BERKELEY WAY & SHATTUCK AVE,37.872989,-122.268532
743,THEFT MISD. (UNDER $950),LARCENY,2000 UNIVERSITY AVE,37.871828,-122.270516
47,BURGLARY AUTO,BURGLARY - VEHICLE,2400 MILVIA ST,37.865466,-122.27005
1406,BURGLARY AUTO,BURGLARY - VEHICLE,2000 MILVIA ST,37.871461,-122.270706
2691,BURGLARY AUTO,BURGLARY - VEHICLE,2800 ADELINE ST,37.858079,-122.268016
3099,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 BONAR ST,37.868747,-122.287342
1296,DISTURBANCE,DISORDERLY CONDUCT,1300 SCENIC AVE,37.883404,-122.263439
4690,THEFT FELONY (OVER $950),LARCENY,1700 DELAWARE ST,37.873627,-122.277834
1667,NARCOTICS,DRUG VIOLATION,1200 UNIVERSITY AVE,37.869385,-122.28953
4075,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,37.869944,-122.300636
281,VANDALISM,VANDALISM,2100 SHATTUCK AVE,37.871167,-122.268285
432,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SHATTUCK AVE,37.88362,-122.269734
4193,FRAUD/FORGERY,FRAUD,2300 FULTON ST,37.867566,-122.265948
1784,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2008,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
643,THEFT MISD. (UNDER $950),LARCENY,1300 SAN PABLO AVE,37.880262,-122.295809
4776,DISTURBANCE,DISORDERLY CONDUCT,600 GILMAN ST,37.878411,-122.306041
2083,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 MILVIA ST,37.873607,-122.270903
4226,BURGLARY AUTO,BURGLARY - VEHICLE,UNIVERSITY AVENUE & SEAWALL DR,37.863045,-122.317348
3094,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 BONAR ST,37.863241,-122.286176
1789,BURGLARY AUTO,BURGLARY - VEHICLE,3100 ETON AVE,37.854012,-122.251243
4878,FRAUD/FORGERY,FRAUD,1800 SOLANO AVE,37.891332,-122.279975
3305,ROBBERY,ROBBERY,1700 FOURTH ST,37.871268,-122.30106
4882,BURGLARY AUTO,BURGLARY - VEHICLE,GILMAN STREET & SAN PABLO AVE,37.880468,-122.295876
3157,BRANDISHING,WEAPONS OFFENSE,DWIGHT WAY & ELLSWORTH ST,37.864535,-122.262993
2425,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
1096,THEFT MISD. (UNDER $950),LARCENY,2700 DERBY ST,37.862118,-122.25338
165,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & HARRISON ST,37.880922,-122.303115
4644,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SHATTUCK AVE,37.88362,-122.269734
694,IDENTITY THEFT,FRAUD,1600 DELAWARE ST,37.873343,-122.280086
1549,DISTURBANCE,DISORDERLY CONDUCT,100 SEAWALL DR,37.863611,-122.317566
5485,ASSAULT/BATTERY FEL.,ASSAULT,1800 UNIVERSITY AVE,37.871246,-122.274991
1178,NARCOTICS,DRUG VIOLATION,2300 BANCROFT WAY,37.868199,-122.263253
1417,VANDALISM,VANDALISM,2800 SEVENTH ST,37.855106,-122.29242
3490,BURGLARY AUTO,BURGLARY - VEHICLE,1100 AMADOR AVE,37.88788,-122.272336
147,DISTURBANCE,DISORDERLY CONDUCT,1300 ADDISON ST,37.868913,-122.28608
1464,VANDALISM,VANDALISM,813 HEINZ AVE,37.853463,-122.291982
3809,VANDALISM,VANDALISM,2100 BONAR ST,37.868747,-122.287342
3453,ROBBERY,ROBBERY,1300 NINTH ST,37.879708,-122.297995
3332,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
5040,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1000 HEINZ AVE,37.853929,-122.289679
4229,ASSAULT/BATTERY MISD.,ASSAULT,1800 FIFTH ST,37.870231,-122.299624
2410,DOMESTIC VIOLENCE,FAMILY OFFENSE,800 PAGE ST,37.876186,-122.30158
3348,NARCOTICS,DRUG VIOLATION,2900 SACRAMENTO ST,37.8549,-122.27945
4319,DOMESTIC VIOLENCE,FAMILY OFFENSE,1500 HARMON ST,37.848812,-122.278043
4326,THEFT FROM PERSON,LARCENY,SHATTUCK AVENUE & CENTER ST,37.870346,-122.267796
1772,THEFT MISD. (UNDER $950),LARCENY,2800 COLLEGE AVE,37.859988,-122.253339
4761,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ADDISON STREET & SAN PABLO AVE,37.867805,-122.291809
2841,THEFT FROM AUTO,LARCENY - FROM VEHICLE,100 PANORAMIC WAY,37.869159,-122.248849
4509,THEFT FROM PERSON,LARCENY,SACRAMENTO STREET & ASHBY AVE,37.853289,-122.278942
3121,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
5119,BURGLARY AUTO,BURGLARY - VEHICLE,1400 BONITA AVE,37.881433,-122.272921
205,THEFT MISD. (UNDER $950),LARCENY,3000 SHATTUCK AVE,37.855026,-122.266475
1199,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 CHANNING WAY,37.861991,-122.294394
3868,THEFT MISD. (UNDER $950),LARCENY,3100 ELLIS ST,37.852066,-122.272994
633,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
2477,THEFT FROM PERSON,LARCENY,2300 COLLEGE AVE,37.868957,-122.254552
222,DISTURBANCE,DISORDERLY CONDUCT,2400 SHATTUCK AVE,37.865772,-122.267643
1032,BURGLARY AUTO,BURGLARY - VEHICLE,900 HILLDALE AVE,37.895849,-122.263428
3372,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,900 OXFORD ST,37.891515,-122.270039
4007,VANDALISM,VANDALISM,100 SEAWALL DR,37.863611,-122.317566
848,THEFT MISD. (UNDER $950),LARCENY,2000 CALIFORNIA ST,37.870627,-122.279765
3055,THEFT MISD. (UNDER $950),LARCENY,1800 MILVIA ST,37.874489,-122.271072
3532,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,800 BANCROFT WAY,37.863373,-122.296893
1123,NARCOTICS,DRUG VIOLATION,SHATTUCK AVENUE & BERKELEY WAY,37.872989,-122.268532
2385,THEFT MISD. (UNDER $950),LARCENY,1900 RUSSELL ST,37.856132,-122.271292
950,ASSAULT/BATTERY MISD.,ASSAULT,COLUSA AVENUE & TACOMA AVE,37.893213,-122.280436
4192,ROBBERY,ROBBERY,1400 SHATTUCK AVE,37.881957,-122.269551
2057,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2900 SEVENTH ST,37.852822,-122.291677
4827,2ND RESPONSE,NOISE VIOLATION,2800 DERBY ST,37.862264,-122.250972
4592,ASSAULT/BATTERY MISD.,ASSAULT,100 SEAWALL DR,37.863611,-122.317566
1923,BURGLARY AUTO,BURGLARY - VEHICLE,700 SPRUCE ST,37.898024,-122.269917
5430,BURGLARY AUTO,BURGLARY - VEHICLE,2727 COLLEGE AVE,37.86081,-122.253422
2231,NARCOTICS,DRUG VIOLATION,ASHBY AVENUE & TELEGRAPH AVE,37.856181,-122.25973
1601,THEFT MISD. (UNDER $950),LARCENY,2800 HILGARD AVE,37.879273,-122.255986
2845,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 MENDOCINO AVE,37.893148,-122.274809
1555,NARCOTICS,DRUG VIOLATION,PAGE STREET & EASTSHORE HWY,37.875308,-122.30592
2917,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,EUCLID AVENUE & CRYSTAL WAY,37.88766,-122.262154
1067,2ND RESPONSE,NOISE VIOLATION,FULTON STREET & CHANNING WAY,37.866037,-122.265618
2924,DISTURBANCE,DISORDERLY CONDUCT,700 HARRISON ST,37.880564,-122.304896
1499,BRANDISHING,WEAPONS OFFENSE,2300 TELEGRAPH AVE,37.868714,-122.259189
4806,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,MARIN AVENUE & NEILSON ST,37.889424,-122.286114
1654,THEFT MISD. (UNDER $950),LARCENY,2000 UNIVERSITY AVE,37.871828,-122.270516
1664,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 SAN PABLO AVE,37.875189,-122.294176
5313,THEFT FROM AUTO,LARCENY - FROM VEHICLE,200 MARINA BLVD,37.868667,-122.313656
1965,BURGLARY AUTO,BURGLARY - VEHICLE,900 POTTER ST,37.85147,-122.291495
3806,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1700 PARKER ST,37.861081,-122.275984
3835,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,37.869067,-122.292043
2623,THEFT MISD. (UNDER $950),LARCENY,2400 SACRAMENTO ST,37.863839,-122.281391
3091,NARCOTICS,DRUG VIOLATION,COLLEGE AVENUE & DWIGHT WAY,37.865711,-122.25389
3307,ASSAULT/BATTERY MISD.,ASSAULT,UNIVERSITY AVENUE & SIXTH ST,37.867926,-122.297664
904,BURGLARY AUTO,BURGLARY - VEHICLE,100 AVENIDA DR,37.883791,-122.249709
4367,BURGLARY AUTO,BURGLARY - VEHICLE,2900 DOMINGO AVE,37.858903,-122.243972
4801,DISTURBANCE,DISORDERLY CONDUCT,1600 ASHBY AVE,37.853554,-122.276925
1398,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1000 CHANNING WAY,37.862462,-122.292149
3540,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,HEARST AVENUE & HENRY ST,37.873745,-122.269775
4738,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2800 ADELINE ST,37.858079,-122.268016
2508,NARCOTICS,DRUG VIOLATION,PAGE STREET & SECOND ST,37.875531,-122.304855
4105,NARCOTICS,DRUG VIOLATION,BOLIVAR DRIVE & BAY ST,37.850424,-122.296031
1949,BURGLARY AUTO,BURGLARY - VEHICLE,1400 OLYMPUS AVE,37.883202,-122.251978
24,THEFT MISD. (UNDER $950),LARCENY,2100 RUSSELL ST,37.856719,-122.266672
4212,ROBBERY,ROBBERY,1700 ROSE ST,37.880027,-122.279976
1202,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AVE,37.873687,-122.268616
2163,VANDALISM,VANDALISM,2200 HASTE ST,37.865141,-122.265441
408,ASSAULT/BATTERY FEL.,ASSAULT,2000 CENTER ST,37.869973,-122.270557
3226,THEFT MISD. (UNDER $950),LARCENY,CARLETON STREET & SACRAMENTO ST,37.859595,-122.280416
5233,ROBBERY,ROBBERY,ELLSWORTH STREET & DWIGHT WAY,37.864535,-122.262993
2132,ASSAULT/BATTERY MISD.,ASSAULT,2800 ADELINE ST,37.858079,-122.268016
2273,BURGLARY AUTO,BURGLARY - VEHICLE,2000 OREGON ST,37.857409,-122.268473
3455,THEFT FELONY (OVER $950),LARCENY,1900 CHESTNUT ST,37.870972,-122.288185
4980,MISSING ADULT,MISSING PERSON,1600 ALCATRAZ AVE,37.848152,-122.275807
5231,VEHICLE STOLEN,MOTOR VEHICLE THEFT,GRANT STREET & CEDAR ST,37.877528,-122.275956
3415,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,37.871268,-122.30106
190,BURGLARY AUTO,BURGLARY - VEHICLE,W FRONTAGE ROAD & UNIVERSITY AVE,37.866265,-122.305592
2881,VANDALISM,VANDALISM,700 GRAYSON ST,37.85444,-122.296619
2678,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SAN PABLO AVE,37.870236,-122.292591
485,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
1986,ASSAULT/BATTERY MISD.,ASSAULT,ASHBY AVENUE & SHATTUCK AVE,37.855293,-122.266502
4371,THEFT MISD. (UNDER $950),LARCENY,2400 BANCROFT WAY,37.868447,-122.261268
1974,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,37.879996,-122.296893
3721,THEFT MISD. (UNDER $950),LARCENY,2800 PARK ST,37.855964,-122.283114
3710,THEFT FELONY (OVER $950),LARCENY,1700 SPRUCE ST,37.876963,-122.265591
4711,ROBBERY,ROBBERY,1500 WOOLSEY ST,37.85062,-122.278313
5341,SEXUAL ASSAULT MISD.,SEX CRIME,2800 ADELINE ST,37.858079,-122.268016
1962,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2629,ASSAULT/BATTERY MISD.,ASSAULT,3000 ADELINE ST,37.85488,-122.269079
4208,VANDALISM,VANDALISM,1000 ADDISON ST,37.867383,-122.293938
1475,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2000,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1900 EL DORADO AVE,37.887221,-122.275836
1844,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,37.873687,-122.268616
4584,BURGLARY AUTO,BURGLARY - VEHICLE,1600 FRANCISCO ST,37.874251,-122.280203
5310,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
5337,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,37.873687,-122.268616
1991,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 COLLEGE AVE,37.858356,-122.253179
1171,ASSAULT/BATTERY FEL.,ASSAULT,1900 SHATTUCK AVE,37.873687,-122.268616
980,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1500 OXFORD ST,37.880519,-122.267051
5272,DISTURBANCE,DISORDERLY CONDUCT,1000 ADDISON ST,37.867383,-122.293938
5394,BURGLARY AUTO,BURGLARY - VEHICLE,900 HEINZ AVE,37.853552,-122.291561
175,BURGLARY AUTO,BURGLARY - VEHICLE,2800 SEVENTH ST,37.855106,-122.29242
1082,VANDALISM,VANDALISM,1400 CEDAR ST,37.876357,-122.285189
2698,IDENTITY THEFT,FRAUD,1400 JOSEPHINE ST,37.881141,-122.275177
301,THEFT MISD. (UNDER $950),LARCENY,1700 FOURTH ST,37.871268,-122.30106
1136,SEXUAL ASSAULT FEL.,SEX CRIME,2500 MCGEE AVE,37.862777,-122.276571
449,ASSAULT/BATTERY MISD.,ASSAULT,MCGEE AVENUE & DWIGHT WAY,37.862777,-122.276571
44,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SHATTUCK AVE,37.88362,-122.269734
40,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 BERKELEY WAY,37.871311,-122.281978
989,SEXUAL ASSAULT MISD.,SEX CRIME,2600 DURANT AVE,37.868164,-122.256314
4664,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1700 ALCATRAZ AVE,37.848534,-122.272999
4637,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1300 SANTA FE AVE,37.881201,-122.29098
1826,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 DURANT AVE,37.868352,-122.254459
2832,ASSAULT/BATTERY MISD.,ASSAULT,1000 UNIVERSITY AVE,37.868641,-122.29415
606,BURGLARY AUTO,BURGLARY - VEHICLE,1000 PARKER ST,37.858892,-122.29127
